source_id,configuration,beta_deg,source_pdf_page_primary,appendix_page_primary,source_pdf_page_duplicate,appendix_page_duplicate,alpha_deg,omega_b_over_2V,zero_replicate,CA,CN,Cm,CY,Cl,Cn,qa_status
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,-0.40,,-0.030,0.61,0.067,0.070,-0.0037,0.0617,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,-0.30,,-0.022,0.57,0.051,0.035,-0.0039,0.0433,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,-0.20,,-0.016,0.54,0.035,0.016,-0.0039,0.0261,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,-0.10,,-0.014,0.53,0.051,-0.052,-0.0059,-0.0075,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,0.00,1,-0.017,0.53,0.079,-0.141,-0.0071,-0.0441,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,0.00,2,-0.017,0.52,0.076,-0.127,-0.0070,-0.0422,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,0.10,,-0.007,0.57,0.100,-0.151,-0.0068,-0.0871,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,70,0.20,,-0.019,0.58,0.109,-0.207,-0.0073,-0.1036,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,-0.40,,-0.035,0.62,0.044,0.044,-0.0049,0.0407,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,-0.30,,-0.029,0.58,0.043,0.014,-0.0049,0.0235,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,-0.20,,-0.020,0.54,0.025,-0.024,-0.0055,-0.0032,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,-0.10,,-0.014,0.53,0.027,-0.054,-0.0060,-0.0241,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,0.00,1,-0.021,0.52,0.056,-0.092,-0.0058,-0.0420,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,0.00,2,-0.018,0.51,0.055,-0.092,-0.0056,-0.0389,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,0.10,,-0.020,0.56,0.084,-0.109,-0.0063,-0.0669,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,0.20,,-0.024,0.56,0.081,-0.182,-0.0069,-0.0920,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,0.30,,-0.033,0.57,0.080,-0.257,-0.0074,-0.1065,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,75,0.40,,-0.039,0.58,0.062,-0.350,-0.0082,-0.1164,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,-0.40,,-0.027,0.61,-0.005,0.011,-0.0060,0.0202,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,-0.30,,-0.035,0.57,0.007,-0.007,-0.0058,0.0104,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,-0.20,,-0.025,0.54,-0.001,-0.041,-0.0063,-0.0143,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,-0.10,,-0.020,0.53,-0.003,-0.059,-0.0063,-0.0299,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,0.00,1,-0.031,0.53,0.046,-0.064,-0.0051,-0.0363,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,0.00,2,-0.027,0.52,0.037,-0.059,-0.0050,-0.0361,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,0.10,,-0.026,0.57,0.068,-0.080,-0.0059,-0.0540,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,0.20,,-0.032,0.57,0.056,-0.163,-0.0066,-0.0710,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,0.30,,-0.040,0.58,0.041,-0.211,-0.0071,-0.0820,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,72,A9,74,A11,80,0.40,,-0.023,0.60,-0.008,-0.280,-0.0068,-0.0755,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,-0.40,,-0.036,0.60,-0.025,0.026,-0.0057,0.0240,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,-0.30,,-0.032,0.55,-0.034,-0.013,-0.0063,0.0025,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,-0.20,,-0.022,0.52,-0.037,-0.045,-0.0069,-0.0194,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,-0.10,,-0.012,0.51,-0.037,-0.051,-0.0064,-0.0309,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,0.00,1,-0.026,0.51,0.002,-0.039,-0.0045,-0.0276,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,0.00,2,-0.027,0.52,0.003,-0.034,-0.0046,-0.0270,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,0.10,,-0.016,0.55,0.031,-0.058,-0.0051,-0.0428,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,0.20,,-0.029,0.54,0.027,-0.139,-0.0057,-0.0567,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,0.30,,-0.036,0.55,-0.009,-0.202,-0.0061,-0.0652,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,74,A11,85,0.40,,-0.017,0.62,-0.026,-0.273,-0.0059,-0.0656,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,-0.40,,0.024,0.37,-0.084,-0.013,0.0040,0.0272,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,-0.30,,0.020,0.31,-0.101,-0.068,0.0038,0.0061,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,-0.20,,0.035,0.27,-0.114,-0.113,0.0034,-0.0162,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,-0.10,,0.048,0.26,-0.127,-0.122,0.0035,-0.0291,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,0.00,1,0.027,0.27,-0.087,-0.104,0.0055,-0.0201,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,0.00,2,0.029,0.27,-0.090,-0.095,0.0056,-0.0194,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,0.10,,0.047,0.28,-0.071,-0.120,0.0057,-0.0326,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,0.20,,0.041,0.29,-0.084,-0.174,0.0055,-0.0435,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,0.30,,0.028,0.31,-0.084,-0.267,0.0052,-0.0537,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
NASA_CR_3608,F-18 Body,10,73,A10,75,A12,90,0.40,,0.038,0.37,-0.095,-0.363,0.0035,-0.0710,PAGE_IMAGE_CROSSCHECKED_DUPLICATE_APPENDIX_MATCH
