source_id,derived_from,configuration,beta_deg,horizontal_tail_deg,alpha_deg,omega_b_over_2V,zero_replicate,dCA_horizontal,dCN_horizontal,dCm_horizontal,dCY_horizontal,dCl_horizontal,dCn_horizontal,derivation,qa_status
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,-0.30,,-0.022,0.37,-0.551,-0.001,0.0063,-0.0020,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,-0.20,,-0.028,0.34,-0.516,0.003,0.0097,-0.0055,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,-0.10,,-0.020,0.34,-0.566,-0.024,0.0017,0.0011,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,-0.05,,-0.017,0.34,-0.601,-0.027,0.0000,-0.0005,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,0.00,1,-0.028,0.35,-0.611,-0.023,-0.0003,0.0007,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,0.00,2,-0.031,0.35,-0.594,-0.031,-0.0007,0.0025,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,0.05,,-0.031,0.34,-0.588,-0.028,-0.0019,0.0026,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,0.10,,-0.026,0.30,-0.571,-0.039,-0.0018,0.0014,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,0.20,,-0.023,0.30,-0.529,-0.051,-0.0021,0.0052,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,0.30,,-0.013,0.32,-0.557,-0.027,-0.0004,0.0011,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_HORIZONTAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_HORIZONTAL_DH0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 horizontal-tail incremental contribution from component buildup",0,0,90,0.40,,-0.003,0.48,-0.543,-0.043,0.0066,-0.0033,BODY_WING_LEX_HORIZONTAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
