source_id,configuration,beta_deg,horizontal_tail_deg,source_pdf_page,appendix_page,alpha_deg,omega_b_over_2V,zero_replicate,CA,CN,Cm,CY,Cl,Cn,qa_status
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,-0.30,,0.029,2.27,-0.394,0.283,0.0285,0.1312,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,-0.20,,0.036,2.17,-0.300,0.205,0.0220,0.1013,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,-0.10,,0.038,2.09,-0.228,0.133,0.0123,0.0729,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,-0.05,,0.038,2.06,-0.226,0.094,0.0084,0.0511,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,0.00,1,0.043,1.99,-0.257,0.040,0.0032,0.0341,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,0.00,2,0.044,2.00,-0.224,0.039,0.0054,0.0330,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,0.05,,0.035,2.03,-0.176,-0.015,0.0043,0.0307,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,0.10,,0.035,2.03,-0.209,-0.071,0.0012,0.0021,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,0.20,,0.039,2.06,-0.238,-0.179,-0.0096,-0.0640,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,0.30,,0.039,2.19,-0.335,-0.246,-0.0191,-0.1049,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,88,A25,55,0.40,,0.036,2.31,-0.418,-0.279,-0.0220,-0.1281,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,-0.40,,0.020,2.48,-0.475,0.315,0.0260,0.1349,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,-0.30,,0.031,2.35,-0.437,0.214,0.0290,0.1053,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,-0.20,,0.039,2.18,-0.384,0.151,0.0253,0.0857,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,-0.10,,0.043,2.10,-0.352,0.082,0.0158,0.0564,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,-0.05,,0.043,2.06,-0.335,0.076,0.0099,0.0548,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,0.00,1,0.040,2.09,-0.285,0.046,0.0072,0.0463,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,0.00,2,0.035,2.04,-0.324,0.038,0.0053,0.0447,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,0.05,,0.031,2.16,-0.239,0.031,0.0018,0.0394,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,0.10,,0.033,2.22,-0.202,0.003,-0.0028,0.0195,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,0.20,,0.030,2.25,-0.298,-0.165,-0.0176,-0.0708,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,0.30,,0.025,2.39,-0.408,-0.180,-0.0267,-0.0971,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,60,0.40,,0.014,2.53,-0.442,-0.224,-0.0231,-0.1242,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,-0.40,,0.025,2.52,-0.484,0.292,0.0254,0.1380,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,-0.30,,0.032,2.35,-0.452,0.189,0.0331,0.1052,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,-0.20,,0.036,2.18,-0.418,0.123,0.0267,0.0790,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,-0.10,,0.038,2.12,-0.395,0.074,0.0152,0.0510,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,-0.05,,0.038,2.10,-0.379,0.049,0.0092,0.0375,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,0.00,1,0.049,2.02,-0.373,0.012,0.0002,0.0323,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,0.00,2,0.044,2.09,-0.368,0.026,0.0054,0.0263,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,0.05,,0.036,2.18,-0.326,0.006,0.0007,0.0246,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,0.10,,0.037,2.18,-0.341,-0.024,-0.0083,0.0177,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,0.20,,0.031,2.32,-0.308,-0.085,-0.0128,-0.0219,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,0.30,,0.028,2.43,-0.422,-0.154,-0.0244,-0.0830,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,65,0.40,,0.018,2.58,-0.435,-0.216,-0.0120,-0.1161,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,-0.40,,0.019,2.60,-0.517,0.246,0.0226,0.1191,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,-0.30,,0.026,2.42,-0.496,0.141,0.0333,0.0849,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,-0.20,,0.031,2.20,-0.463,0.090,0.0247,0.0610,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,-0.10,,0.032,2.10,-0.417,0.048,0.0128,0.0361,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,-0.05,,0.029,2.04,-0.416,0.002,0.0044,0.0174,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,0.00,1,0.026,2.14,-0.361,0.034,0.0016,0.0027,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,0.00,2,0.023,2.06,-0.415,0.027,0.0025,0.0070,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,0.05,,0.043,2.09,-0.397,0.050,0.0018,0.0032,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,0.10,,0.042,2.14,-0.394,0.059,0.0076,-0.0050,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,0.20,,0.036,2.26,-0.436,0.106,0.0174,-0.0451,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,0.30,,0.030,2.44,-0.469,0.121,0.0231,-0.0705,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,70,0.40,,0.024,2.66,-0.497,0.161,0.0127,-0.1016,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,-0.40,,0.041,2.63,-0.660,0.189,0.0197,0.0913,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,-0.30,,0.050,2.38,-0.581,0.104,0.0260,0.0649,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,-0.20,,0.048,2.22,-0.519,0.067,0.0180,0.0512,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,-0.10,,0.054,2.06,-0.497,0.016,0.0046,0.0240,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,-0.05,,0.049,2.02,-0.522,-0.004,0.0015,0.0132,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,0.00,1,0.042,2.00,-0.523,-0.023,0.0033,0.0019,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,0.00,2,0.042,2.00,-0.535,-0.030,0.0052,0.0019,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,0.05,,0.071,1.96,-0.523,-0.054,0.0036,-0.0083,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,0.10,,0.067,1.99,-0.497,-0.071,0.0002,-0.0186,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,0.20,,0.060,2.16,-0.505,-0.103,-0.0112,-0.0403,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,0.30,,0.056,2.39,-0.562,-0.104,-0.0166,-0.0585,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,89,A26,75,0.40,,0.048,2.63,-0.626,-0.127,-0.0052,-0.0823,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,-0.40,,0.026,2.63,-0.689,0.167,0.0062,0.0884,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,-0.30,,0.040,2.36,-0.613,0.087,0.0137,0.0615,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,-0.20,,0.048,2.13,-0.564,0.048,0.0087,0.0402,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,-0.10,,0.054,2.00,-0.562,0.001,0.0040,0.0242,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,-0.05,,0.055,1.97,-0.590,-0.018,0.0016,0.0136,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,0.00,1,0.044,1.98,-0.588,-0.030,0.0036,0.0024,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,0.00,2,0.043,1.99,-0.607,-0.030,0.0037,0.0022,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,0.05,,0.066,2.03,-0.604,-0.037,0.0036,-0.0090,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,0.10,,0.061,2.05,-0.569,-0.050,0.0040,-0.0198,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,0.20,,0.056,2.20,-0.564,-0.078,-0.0036,-0.0364,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,0.30,,0.047,2.38,-0.605,-0.089,-0.0050,-0.0557,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,80,0.40,,0.043,2.58,-0.661,-0.125,0.0043,-0.0808,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,-0.40,,0.030,2.60,-0.708,0.132,-0.0026,0.0852,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,-0.30,,0.020,2.38,-0.647,0.085,0.0018,0.0582,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,-0.20,,0.033,2.21,-0.605,0.062,0.0028,0.0384,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,-0.10,,0.045,2.10,-0.626,0.026,0.0036,0.0248,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,-0.05,,0.049,2.08,-0.656,0.009,0.0021,0.0135,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,0.00,1,0.033,2.05,-0.648,-0.015,0.0035,0.0020,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,0.00,2,0.032,2.05,-0.644,-0.031,0.0038,0.0030,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,0.05,,0.063,2.12,-0.656,-0.009,0.0028,-0.0084,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,0.10,,0.060,2.10,-0.638,-0.030,0.0022,-0.0200,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,0.20,,0.047,2.25,-0.607,-0.058,0.0038,-0.0339,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,0.30,,0.031,2.39,-0.638,-0.067,0.0050,-0.0516,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,85,0.40,,0.032,2.63,-0.673,-0.105,0.0127,-0.0756,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,-0.40,,0.022,2.56,-0.719,0.107,-0.0103,0.0773,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,-0.30,,0.016,2.30,-0.690,0.063,-0.0057,0.0551,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,-0.20,,0.026,2.16,-0.649,0.043,0.0001,0.0364,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,-0.10,,0.042,2.09,-0.690,0.014,0.0041,0.0235,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,-0.05,,0.047,2.09,-0.716,0.002,0.0029,0.0130,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,0.00,1,0.019,2.06,-0.739,-0.023,0.0036,0.0021,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,0.00,2,0.019,2.06,-0.727,-0.027,0.0030,0.0034,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,0.05,,0.041,2.10,-0.707,-0.024,0.0023,-0.0066,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,0.10,,0.037,2.09,-0.688,-0.038,0.0027,-0.0173,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,0.20,,0.024,2.18,-0.644,-0.060,0.0108,-0.0298,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,0.30,,0.012,2.33,-0.674,-0.066,0.0135,-0.0469,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Horizontal",0,0,90,A27,90,0.40,,0.026,2.60,-0.679,-0.087,0.0196,-0.0695,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
