source_id,derived_from,configuration,beta_deg,alpha_deg,omega_b_over_2V,zero_replicate,dCA_wing,dCN_wing,dCm_wing,dCY_wing,dCl_wing,dCn_wing,derivation,qa_status
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,20,0.05,,-0.028,0.85,-0.137,-0.005,-0.0038,-0.0027,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,20,0.10,,-0.026,0.87,-0.151,0.007,-0.0038,-0.0052,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,20,0.20,,-0.027,0.86,-0.159,0.008,-0.0020,-0.0111,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,20,0.30,,-0.023,0.89,-0.163,0.019,-0.0148,-0.0119,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,20,0.40,,-0.010,0.87,-0.183,0.016,-0.0355,-0.0112,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,-0.40,,0.006,0.84,-0.152,-0.029,0.0317,0.0202,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,-0.30,,0.010,0.76,-0.150,-0.030,0.0194,0.0191,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,-0.20,,0.019,0.70,-0.160,-0.021,0.0130,0.0118,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,-0.10,,0.024,0.67,-0.157,-0.018,0.0135,0.0029,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,-0.05,,0.024,0.65,-0.154,-0.031,0.0185,-0.0004,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,0.00,1,0.017,0.73,-0.146,0.008,0.0036,-0.0025,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,0.00,2,0.017,0.72,-0.147,0.008,0.0031,-0.0020,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,0.05,,0.021,0.74,-0.154,0.019,-0.0077,-0.0029,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,0.10,,0.020,0.76,-0.156,0.019,-0.0062,-0.0066,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,0.20,,0.013,0.82,-0.160,0.029,-0.0064,-0.0137,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,0.30,,0.004,0.85,-0.149,0.041,-0.0111,-0.0176,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,25,0.40,,-0.002,0.88,-0.150,0.039,-0.0243,-0.0178,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,-0.40,,0.009,0.89,-0.184,0.089,0.0122,0.0142,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,-0.30,,0.018,0.80,-0.180,0.060,-0.0008,0.0150,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,-0.20,,0.029,0.72,-0.171,0.077,-0.0149,0.0097,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,-0.10,,0.033,0.69,-0.167,0.036,-0.0164,0.0081,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,-0.05,,0.034,0.64,-0.155,-0.031,0.0141,0.0018,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,0.00,1,0.027,0.65,-0.146,-0.048,0.0177,-0.0012,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,0.00,2,0.026,0.64,-0.148,-0.006,-0.0010,0.0009,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,0.05,,0.029,0.68,-0.161,-0.023,0.0184,-0.0071,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,0.10,,0.025,0.68,-0.162,-0.045,0.0209,-0.0101,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,0.20,,0.021,0.73,-0.170,-0.074,0.0138,-0.0105,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,0.30,,0.018,0.79,-0.180,-0.061,0.0036,-0.0139,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,30,0.40,,0.012,0.87,-0.188,-0.081,-0.0119,-0.0120,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,-0.40,,0.009,0.91,-0.207,0.100,0.0025,0.0211,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,-0.30,,0.020,0.80,-0.189,0.082,-0.0101,0.0168,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,-0.20,,0.029,0.69,-0.169,0.067,-0.0149,0.0128,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,-0.10,,0.041,0.54,-0.146,0.048,-0.0037,0.0057,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,-0.05,,0.042,0.53,-0.144,0.020,-0.0031,0.0041,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,0.00,1,0.037,0.58,-0.150,-0.006,0.0023,0.0006,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,0.00,2,0.037,0.58,-0.151,-0.012,0.0025,0.0018,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,0.05,,0.036,0.61,-0.156,-0.032,0.0115,-0.0035,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,0.10,,0.036,0.64,-0.155,-0.072,0.0091,-0.0032,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,0.20,,0.030,0.70,-0.168,-0.090,0.0128,-0.0076,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,0.30,,0.022,0.78,-0.189,-0.094,0.0091,-0.0084,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,35,0.40,,0.020,0.84,-0.204,-0.137,-0.0029,-0.0107,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,-0.40,,0.005,0.89,-0.167,-0.017,-0.0017,0.0449,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,-0.30,,0.020,0.81,-0.167,-0.019,-0.0049,0.0375,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,-0.20,,0.039,0.71,-0.171,0.019,-0.0028,0.0177,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,-0.10,,0.043,0.59,-0.145,0.077,-0.0013,0.0053,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,-0.05,,0.044,0.58,-0.147,0.072,-0.0036,0.0022,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,0.00,1,0.043,0.61,-0.152,0.051,-0.0030,-0.0038,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,0.00,2,0.044,0.61,-0.153,0.051,-0.0041,-0.0057,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,0.05,,0.059,0.60,-0.168,-0.009,0.0044,-0.0052,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,0.10,,0.058,0.62,-0.170,-0.057,0.0056,-0.0053,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,0.20,,0.044,0.71,-0.171,-0.019,0.0049,-0.0184,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,0.30,,0.025,0.80,-0.163,0.024,0.0072,-0.0322,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,40,0.40,,0.010,0.92,-0.183,0.013,0.0024,-0.0345,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,-0.40,,0.007,0.95,-0.190,-0.011,-0.0015,0.0377,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,-0.30,,0.018,0.82,-0.175,-0.023,0.0030,0.0275,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,-0.20,,0.027,0.75,-0.183,-0.015,0.0044,0.0191,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,-0.10,,0.027,0.68,-0.174,0.068,0.0017,0.0066,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,-0.05,,0.025,0.66,-0.164,0.055,-0.0003,0.0026,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,0.00,1,0.028,0.66,-0.159,0.015,-0.0058,-0.0026,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,0.00,2,0.027,0.66,-0.155,0.019,-0.0037,-0.0021,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,0.05,,0.031,0.64,-0.162,0.031,-0.0065,-0.0072,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,0.10,,0.039,0.65,-0.184,-0.021,0.0027,-0.0082,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,0.20,,0.030,0.68,-0.177,0.013,-0.0067,-0.0183,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,0.30,,0.020,0.84,-0.181,0.027,0.0036,-0.0211,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,45,0.40,,0.009,0.93,-0.183,0.054,0.0035,-0.0251,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_WING_INCREMENT,CR3608_ROTARY_BODY_WING_BETA0_V0.1 - CR3608_ROTARY_BODY_BETA0_V0.1,"F-18 Wing incremental contribution from component buildup",0,50,-0.40,,0.008,1.01,-0.224,-0.002,-0.0003,0.0297,BODY_WING_MINUS_BODY,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
