source_id,derived_from,configuration,alpha_deg,omega_b_over_2V,zero_replicate,CA_mid_minus_beta0,CN_mid_minus_beta0,Cm_mid_minus_beta0,CY_mid_minus_beta0,Cl_mid_minus_beta0,Cn_mid_minus_beta0,derivation,qa_status
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,45,0.30,,0.028500,-0.200000,-0.014500,-0.052000,0.000250,0.014000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,45,0.40,,0.023000,-0.175000,-0.031000,-0.051000,0.006650,0.020400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,-0.40,,0.018500,-0.200000,-0.009000,-0.144000,0.015250,-0.017900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,-0.30,,0.021000,-0.155000,-0.021000,-0.082500,0.008800,-0.011300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,-0.20,,0.023500,-0.180000,-0.028500,-0.016000,0.003450,-0.003350,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,-0.10,,0.024000,-0.210000,-0.030000,0.016500,0.001550,-0.003950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,-0.05,,0.025000,-0.155000,0.017000,0.034500,0.000250,0.008150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,-0.03,,0.025000,-0.155000,0.035000,0.027000,0.000750,0.011600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.00,1,0.010500,-0.090000,0.061500,0.021000,0.002600,0.018350,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.00,2,0.018500,-0.060000,0.044500,0.015500,0.002700,0.015200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.03,,0.023500,-0.100000,0.041500,-0.000500,0.003900,0.009700,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.05,,0.024500,-0.205000,0.021000,0.004000,-0.001050,0.010300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.10,,0.024000,-0.215000,0.005000,-0.009000,-0.002950,-0.013300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.20,,0.018000,-0.200000,-0.028500,-0.064000,-0.008600,-0.022950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.30,,0.030000,-0.210000,-0.045000,-0.000500,0.001100,0.021100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,50,0.40,,0.020500,-0.240000,-0.015500,-0.014500,-0.010550,0.016850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,-0.40,,0.022500,-0.155000,0.008500,-0.084500,-0.001200,-0.003450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,-0.30,,0.024000,-0.135000,-0.006000,-0.066000,0.000900,-0.011750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,-0.20,,0.029500,-0.130000,-0.024000,-0.037000,0.002450,-0.004900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,-0.10,,0.029000,-0.120000,0.007000,-0.030500,0.000750,-0.006850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,-0.05,,0.026000,-0.115000,0.041500,-0.006500,0.000450,0.002450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,-0.03,,0.023500,-0.110000,0.043000,-0.006000,0.002300,0.005300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.00,1,0.005000,-0.035000,0.064000,0.003500,0.002300,-0.004450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.00,2,0.003500,-0.020000,0.054000,0.008500,0.003900,-0.002850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.03,,0.028000,-0.075000,0.021500,0.009500,0.001100,-0.011000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.05,,0.027500,-0.130000,-0.018500,0.013000,-0.000850,-0.007600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.10,,0.033000,-0.160000,-0.043500,-0.004000,-0.004950,-0.010100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.20,,0.031500,-0.145000,-0.056500,-0.016000,-0.001050,0.002100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.30,,0.031500,-0.160000,-0.014500,-0.017500,-0.006500,0.001100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,55,0.40,,0.028500,-0.150000,0.016000,-0.079500,-0.001700,-0.007050,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,-0.40,,0.020000,-0.130000,0.006500,-0.068500,-0.002350,0.001600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,-0.30,,0.022000,-0.120000,0.004500,-0.036500,-0.001000,0.002150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,-0.20,,0.024500,-0.110000,0.006000,-0.025500,-0.000600,-0.005250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,-0.10,,0.024000,-0.065000,0.041500,0.022500,0.002050,0.005650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,-0.05,,0.028000,-0.030000,0.049000,0.019000,0.003400,-0.007300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,-0.03,,0.030000,-0.065000,0.034500,-0.009000,0.000850,-0.018150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.00,1,0.016000,-0.030000,0.035000,0.002000,-0.000150,-0.004400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.00,2,0.018000,-0.035000,0.030000,0.021500,-0.000450,-0.004950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.03,,0.037000,-0.095000,0.015500,-0.013500,-0.000150,-0.004150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.05,,0.036000,-0.150000,-0.018500,-0.007000,0.001200,-0.005350,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.10,,0.037500,-0.255000,-0.067500,-0.053500,0.006950,-0.043750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.20,,0.040500,-0.205000,-0.038000,0.069500,0.005750,0.019900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.30,,0.035000,-0.210000,0.018000,-0.033500,0.007750,-0.006400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,60,0.40,,0.035000,-0.195000,-0.022000,-0.073500,0.000900,-0.004500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,-0.40,,0.004000,-0.085000,-0.009000,-0.042000,-0.006650,-0.003400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,-0.30,,0.009500,-0.075000,-0.003500,-0.013500,-0.003600,-0.001100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,-0.20,,0.012500,-0.065000,0.019000,0.004500,-0.002300,0.001300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,-0.10,,0.019500,-0.030000,0.021000,0.018000,-0.001200,-0.002900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,-0.05,,0.022500,0.000000,0.036500,0.043500,0.001300,-0.008100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,-0.03,,0.023000,-0.030000,0.033500,0.036000,0.000550,-0.003750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.00,1,0.010000,-0.040000,0.005000,0.016000,-0.000600,-0.003250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.00,2,0.009000,-0.040000,0.003000,0.024000,-0.001850,-0.002050,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.03,,0.022500,-0.030000,0.023500,0.037500,-0.000550,-0.003650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.05,,0.020500,-0.050000,0.029000,0.032500,0.000000,-0.003000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.10,,0.021000,-0.150000,0.000500,0.034000,0.007100,-0.020950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.20,,0.024500,-0.215000,-0.063000,0.018000,0.003150,-0.027000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.30,,0.015000,-0.155000,0.026000,0.012000,0.011100,0.013200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,65,0.40,,0.017000,-0.145000,-0.026500,-0.021000,-0.000100,-0.001100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,-0.40,,0.028500,-0.105000,-0.012000,-0.065500,-0.007000,-0.009700,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,-0.30,,0.023500,-0.040000,-0.003500,-0.019500,-0.002550,-0.004400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,-0.20,,0.023000,-0.055000,0.005000,0.001000,-0.001500,-0.001300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,-0.10,,0.024500,-0.055000,-0.007500,-0.009000,-0.004300,-0.001450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,-0.05,,0.024500,-0.005000,0.019500,0.002500,0.002500,0.000850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,-0.03,,0.024000,-0.025000,0.026000,0.014500,0.001700,0.002600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
