source_id,derived_from,configuration,alpha_deg,omega_b_over_2V,zero_replicate,CA_mid_minus_beta0,CN_mid_minus_beta0,Cm_mid_minus_beta0,CY_mid_minus_beta0,Cl_mid_minus_beta0,Cn_mid_minus_beta0,derivation,qa_status
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.00,1,0.006500,0.005000,0.013500,0.029500,-0.002550,0.000400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.00,2,0.023500,-0.005000,0.035500,0.016000,0.001050,0.006800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.03,,0.025000,-0.015000,0.032000,0.027500,-0.001350,0.000550,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.05,,0.024000,-0.025000,0.027000,0.026500,-0.000750,0.003000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.10,,0.026000,-0.055000,0.002500,0.004500,0.005250,-0.017650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.20,,0.024500,-0.085000,-0.004000,0.035000,0.004950,-0.005000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.30,,0.029000,-0.095000,-0.004000,-0.019500,0.004900,0.002950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,70,0.40,,0.032500,-0.120000,0.002500,-0.063500,0.006450,-0.003700,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,-0.40,,0.003000,-0.095000,0.015000,-0.041000,-0.003000,-0.007050,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,-0.30,,-0.004000,-0.060000,0.004500,0.003500,-0.006150,-0.004200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,-0.20,,-0.006500,-0.050000,0.000000,0.010000,-0.006450,-0.004850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,-0.10,,-0.006500,-0.010000,0.010500,0.043000,-0.003000,-0.006750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,-0.05,,-0.010500,-0.005000,0.021000,0.039500,0.000000,-0.003250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,-0.03,,-0.009500,-0.015000,0.013500,0.030000,-0.001400,-0.001900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.00,1,-0.022000,-0.020000,0.008000,0.037000,-0.006100,-0.005800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.00,2,-0.025500,-0.020000,0.030500,0.032500,-0.004850,-0.005150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.03,,-0.012500,0.020000,0.024000,0.037000,-0.002200,-0.000450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.05,,-0.013500,0.010000,0.023000,0.029500,-0.001850,0.000900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.10,,-0.007500,0.010000,0.025500,0.025000,0.001000,0.005800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.20,,-0.005500,-0.025000,-0.001500,0.028500,0.004750,-0.000850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.30,,-0.003500,-0.050000,-0.004000,0.012000,0.001500,-0.000400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,75,0.40,,0.004500,-0.085000,-0.004000,-0.006500,-0.002800,0.002500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,-0.40,,0.030500,-0.070000,0.001500,-0.014000,-0.001250,-0.008200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,-0.30,,0.014000,-0.075000,-0.008000,-0.005500,-0.006350,-0.003500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,-0.20,,0.016500,-0.060000,-0.004500,-0.010500,-0.009450,-0.001400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,-0.10,,0.018000,-0.020000,0.005500,0.028500,-0.002800,-0.010050,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,-0.05,,0.019500,-0.005000,0.000000,0.014000,-0.000550,-0.004800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,-0.03,,0.021000,-0.000000,-0.005000,0.019000,0.000500,-0.002450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.00,1,0.007500,-0.020000,0.030000,0.003500,-0.001450,-0.001250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.00,2,0.025000,0.000000,0.003500,0.001000,-0.000450,-0.001650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.03,,0.021500,-0.020000,0.005500,0.011500,-0.001050,0.000450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.05,,0.020500,-0.025000,0.002000,0.005000,-0.000300,0.003500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.10,,0.018000,-0.025000,0.005500,-0.010000,0.001550,0.009500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.20,,0.017500,-0.070000,-0.005000,0.010000,-0.012800,-0.000750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.30,,0.018000,-0.090000,-0.013500,-0.007500,-0.016750,0.000250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,80,0.40,,0.028000,-0.055000,-0.006500,-0.014000,-0.000550,0.002800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,-0.40,,0.008000,-0.135000,0.013000,-0.002000,-0.006350,-0.007900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,-0.30,,0.005500,-0.085000,-0.011000,0.020000,-0.015900,-0.003250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,-0.20,,-0.001000,-0.070000,-0.015500,0.017500,-0.017050,-0.001400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,-0.10,,-0.003000,0.005000,-0.003500,0.042000,-0.003050,-0.009350,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,-0.05,,-0.004500,-0.005000,-0.005000,0.033500,-0.001400,-0.002700,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,-0.03,,-0.007000,0.010000,0.004500,0.041500,-0.002200,-0.003500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.00,1,0.008500,-0.040000,0.001500,0.018500,-0.002650,-0.000750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.00,2,-0.005500,-0.055000,-0.011000,0.027500,-0.000250,-0.003000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.03,,-0.006500,0.015000,0.000500,0.044500,-0.002500,0.000200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.05,,-0.007500,0.005000,0.001500,0.030500,-0.000900,0.004600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.10,,-0.006500,0.025000,0.002000,0.021000,0.000300,0.009450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.20,,-0.003000,-0.050000,-0.009000,0.038500,0.008750,-0.001100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.30,,-0.000500,-0.035000,-0.007500,0.019000,0.000350,0.001300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,85,0.40,,0.005000,-0.050000,0.000000,0.007000,-0.000650,0.004750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,-0.40,,0.015500,-0.130000,-0.007500,-0.009000,-0.004100,-0.009600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,-0.30,,0.020000,-0.085000,-0.009000,0.015000,-0.014000,-0.004700,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,-0.20,,0.018000,-0.055000,-0.030500,0.001500,-0.013650,-0.001300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,-0.10,,0.014000,-0.010000,-0.010000,0.033000,-0.003200,-0.010550,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,-0.05,,0.011500,0.000000,-0.007000,0.027500,-0.001250,-0.004500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,-0.03,,0.012000,0.020000,-0.008500,0.026000,-0.001200,-0.001400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.00,1,0.010500,-0.015000,0.015500,0.018500,-0.002900,-0.000850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.00,2,0.005000,0.005000,-0.006000,0.027500,-0.003450,-0.002500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.03,,0.017000,-0.010000,-0.003500,0.015000,-0.000300,0.001600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.05,,0.015500,-0.015000,0.001000,0.016500,-0.000150,0.002950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.10,,0.017500,-0.020000,-0.009000,0.009000,-0.000000,0.004900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.20,,0.022000,-0.050000,-0.033500,0.020000,0.008750,-0.004950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.30,,0.028000,-0.070000,-0.026000,-0.021500,0.010100,0.001150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,90,0.40,,0.047000,-0.125000,-0.020000,-0.024500,0.000300,0.003750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
