source_id,configuration,beta_deg,delta_H_deg,delta_a_deg,delta_r_deg,delta_d_deg,delta_f_deg,source_pdf_page,appendix_page,alpha_deg,omega_b_over_2V,zero_replicate,CA,CN,Cm,CY,Cl,Cn,qa_status
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,40,0.20,,0.083,1.91,-0.029,0.011,0.0207,-0.0039,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,40,0.30,,0.082,2.02,-0.058,-0.033,0.0140,-0.0294,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,40,0.40,,0.079,2.10,-0.096,-0.086,0.0083,-0.0704,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,-0.40,,0.045,2.11,-0.443,0.549,0.0267,0.1787,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,-0.30,,0.070,1.98,-0.304,0.474,0.0295,0.1411,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,-0.20,,0.082,1.89,-0.212,0.407,0.0266,0.1131,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,-0.10,,0.089,1.89,-0.125,0.305,0.0219,0.0783,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,-0.05,,0.091,1.93,-0.106,0.227,0.0201,0.0546,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,-0.03,,0.093,1.91,-0.109,0.199,0.0189,0.0432,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.00,1,0.094,1.91,-0.111,0.178,0.0195,0.0348,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.00,2,0.093,1.92,-0.116,0.170,0.0216,0.0344,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.03,,0.090,1.95,-0.131,0.143,0.0189,0.0239,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.05,,0.091,1.95,-0.131,0.116,0.0180,0.0183,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.10,,0.092,1.95,-0.113,0.086,0.0167,0.0113,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.20,,0.100,2.00,-0.073,-0.007,0.0194,-0.0065,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.30,,0.101,2.07,-0.084,-0.109,0.0145,-0.0326,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,45,0.40,,0.090,2.18,-0.134,-0.193,0.0113,-0.0949,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,-0.40,,0.046,2.17,-0.575,0.510,0.0625,0.1953,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,-0.30,,0.067,2.03,-0.412,0.459,0.0531,0.1646,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,-0.20,,0.081,1.93,-0.288,0.404,0.0398,0.1361,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,-0.10,,0.089,1.91,-0.193,0.320,0.0318,0.1033,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,-0.05,,0.091,1.95,-0.154,0.263,0.0270,0.0863,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,-0.03,,0.090,1.95,-0.146,0.225,0.0250,0.0769,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.00,1,0.094,1.99,-0.124,0.217,0.0230,0.0698,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.00,2,0.092,1.97,-0.132,0.204,0.0240,0.0655,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.03,,0.090,1.97,-0.133,0.148,0.0227,0.0480,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.05,,0.092,1.97,-0.129,0.127,0.0215,0.0364,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.10,,0.098,1.96,-0.134,0.081,0.0192,0.0171,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.20,,0.096,2.04,-0.121,0.002,0.0187,-0.0106,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.30,,0.101,2.12,-0.138,-0.091,0.0160,-0.0426,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,112,A49,50,0.40,,0.078,2.23,-0.167,-0.221,0.0017,-0.1289,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,-0.40,,0.046,2.30,-0.636,0.396,0.0566,0.1693,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,-0.30,,0.062,2.10,-0.544,0.393,0.0588,0.1411,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,-0.20,,0.075,2.00,-0.443,0.358,0.0491,0.1253,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,-0.10,,0.080,1.96,-0.338,0.296,0.0364,0.0990,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,-0.05,,0.080,1.95,-0.292,0.276,0.0302,0.0892,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,-0.03,,0.079,1.95,-0.291,0.260,0.0288,0.0853,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.00,1,0.081,1.93,-0.274,0.260,0.0267,0.0831,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.00,2,0.080,1.95,-0.281,0.259,0.0282,0.0842,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.03,,0.079,1.97,-0.269,0.241,0.0270,0.0778,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.05,,0.079,1.97,-0.264,0.213,0.0252,0.0673,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.10,,0.086,1.99,-0.246,0.164,0.0219,0.0512,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.20,,0.089,2.07,-0.171,0.030,0.0199,-0.0064,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.30,,0.089,2.13,-0.184,-0.090,0.0058,-0.0771,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,55,0.40,,0.080,2.24,-0.264,-0.158,0.0092,-0.1277,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,-0.40,,0.033,2.43,-0.647,0.395,0.0462,0.1658,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,-0.30,,0.057,2.21,-0.557,0.352,0.0528,0.1309,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,-0.20,,0.070,2.09,-0.471,0.305,0.0435,0.1075,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,-0.10,,0.077,2.02,-0.396,0.260,0.0311,0.0877,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,-0.05,,0.084,1.98,-0.401,0.225,0.0282,0.0715,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,-0.03,,0.084,1.98,-0.396,0.217,0.0267,0.0653,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.00,1,0.086,1.96,-0.382,0.206,0.0267,0.0611,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.00,2,0.088,1.97,-0.382,0.205,0.0274,0.0624,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.03,,0.084,1.99,-0.371,0.195,0.0254,0.0579,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.05,,0.085,1.98,-0.366,0.184,0.0255,0.0516,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.10,,0.090,1.97,-0.336,0.161,0.0236,0.0499,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.20,,0.092,2.06,-0.267,0.103,0.0173,0.0281,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.30,,0.087,2.13,-0.262,-0.068,0.0128,-0.0794,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,60,0.40,,0.083,2.30,-0.345,-0.111,0.0104,-0.1066,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,-0.40,,0.023,2.51,-0.671,0.417,0.0437,0.1770,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,-0.30,,0.054,2.31,-0.580,0.341,0.0513,0.1389,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,-0.20,,0.068,2.18,-0.488,0.297,0.0406,0.1096,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,-0.10,,0.081,2.11,-0.441,0.246,0.0303,0.0782,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,-0.05,,0.083,2.05,-0.419,0.237,0.0278,0.0646,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,-0.03,,0.084,2.03,-0.410,0.221,0.0271,0.0600,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.00,1,0.096,2.01,-0.420,0.211,0.0295,0.0562,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.00,2,0.095,2.02,-0.415,0.217,0.0264,0.0582,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.03,,0.089,2.03,-0.407,0.199,0.0287,0.0519,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.05,,0.090,2.01,-0.394,0.182,0.0276,0.0454,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.10,,0.095,2.06,-0.356,0.152,0.0225,0.0366,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.20,,0.098,2.14,-0.314,0.101,0.0165,0.0191,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.30,,0.085,2.27,-0.262,0.037,0.0226,-0.0226,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,113,A50,65,0.40,,0.085,2.42,-0.340,-0.090,0.0270,-0.1049,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,-0.40,,0.036,2.62,-0.735,0.292,0.0489,0.1440,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,-0.30,,0.053,2.40,-0.657,0.250,0.0518,0.1132,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,-0.20,,0.058,2.21,-0.544,0.239,0.0401,0.0860,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,-0.10,,0.065,2.14,-0.466,0.234,0.0301,0.0631,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,-0.05,,0.066,2.10,-0.449,0.196,0.0305,0.0453,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,-0.03,,0.068,2.07,-0.441,0.193,0.0313,0.0394,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.00,1,0.066,2.05,-0.453,0.181,0.0322,0.0337,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.00,2,0.067,2.06,-0.458,0.186,0.0305,0.0341,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.03,,0.071,2.08,-0.437,0.157,0.0304,0.0237,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.05,,0.073,2.04,-0.441,0.148,0.0318,0.0171,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.10,,0.074,2.16,-0.393,0.095,0.0138,0.0079,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.20,,0.073,2.21,-0.416,0.062,0.0059,-0.0219,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.30,,0.068,2.37,-0.413,0.021,0.0061,-0.0479,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,70,0.40,,0.064,2.49,-0.365,-0.082,0.0343,-0.1019,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,-0.40,,0.044,2.66,-0.815,0.210,0.0383,0.1219,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,-0.30,,0.052,2.40,-0.721,0.222,0.0423,0.0949,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,-0.20,,0.051,2.23,-0.605,0.232,0.0335,0.0735,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,-0.10,,0.058,2.16,-0.522,0.211,0.0289,0.0539,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,-0.05,,0.061,2.13,-0.523,0.191,0.0309,0.0392,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,-0.03,,0.062,2.12,-0.528,0.179,0.0311,0.0334,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.00,1,0.057,2.06,-0.528,0.169,0.0325,0.0275,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.00,2,0.058,2.06,-0.531,0.172,0.0333,0.0276,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.03,,0.066,2.08,-0.527,0.158,0.0323,0.0215,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.05,,0.069,2.07,-0.521,0.149,0.0327,0.0159,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.10,,0.076,2.05,-0.520,0.140,0.0326,0.0033,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.20,,0.085,2.21,-0.501,0.092,0.0117,-0.0227,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.30,,0.080,2.35,-0.518,0.067,0.0100,-0.0491,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,75,0.40,,0.076,2.52,-0.529,0.010,0.0194,-0.0807,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,-0.40,,0.036,2.69,-0.858,0.203,0.0268,0.1187,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,-0.30,,0.039,2.42,-0.758,0.227,0.0340,0.0897,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,-0.20,,0.048,2.24,-0.656,0.213,0.0281,0.0677,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,-0.10,,0.055,2.16,-0.605,0.188,0.0279,0.0506,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,-0.05,,0.063,2.16,-0.615,0.170,0.0284,0.0385,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,-0.03,,0.068,2.15,-0.611,0.169,0.0295,0.0316,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.00,1,0.063,2.11,-0.609,0.174,0.0318,0.0252,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.00,2,0.063,2.10,-0.611,0.160,0.0322,0.0271,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.03,,0.072,2.13,-0.600,0.154,0.0312,0.0220,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.05,,0.072,2.12,-0.595,0.150,0.0319,0.0157,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.10,,0.074,2.14,-0.587,0.142,0.0334,0.0022,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.20,,0.067,2.22,-0.546,0.109,0.0215,-0.0241,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.30,,0.062,2.36,-0.550,0.108,0.0209,-0.0519,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,114,A51,80,0.40,,0.065,2.53,-0.551,0.049,0.0326,-0.0829,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,-0.40,,0.019,2.71,-0.881,0.191,0.0186,0.1155,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,-0.30,,0.020,2.44,-0.781,0.225,0.0263,0.0865,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,-0.20,,0.034,2.25,-0.690,0.205,0.0220,0.0685,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,-0.10,,0.047,2.20,-0.657,0.180,0.0262,0.0504,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,-0.05,,0.054,2.18,-0.663,0.169,0.0275,0.0387,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,-0.03,,0.055,2.17,-0.656,0.168,0.0285,0.0319,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.00,1,0.045,2.13,-0.653,0.181,0.0301,0.0233,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.00,2,0.048,2.13,-0.667,0.169,0.0340,0.0269,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.03,,0.056,2.17,-0.654,0.167,0.0305,0.0200,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.05,,0.058,2.18,-0.652,0.165,0.0315,0.0136,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.10,,0.059,2.19,-0.637,0.162,0.0344,0.0000,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.20,,0.054,2.25,-0.601,0.139,0.0332,-0.0258,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.30,,0.047,2.37,-0.590,0.141,0.0302,-0.0527,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,-10,0,0,0,0,0,115,A52,85,0.40,,0.052,2.53,-0.588,0.105,0.0457,-0.0829,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
