source_id,configuration,beta_deg,rudder_deg,source_pdf_page,appendix_page,alpha_deg,omega_b_over_2V,zero_replicate,CA,CN,Cm,CY,Cl,Cn,qa_status
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,-0.30,,0.061,1.67,0.225,0.225,0.0217,0.1467,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,-0.20,,0.063,1.62,0.280,0.166,0.0190,0.1074,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,-0.10,,0.070,1.68,0.326,0.068,0.0110,0.0618,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,-0.05,,0.070,1.66,0.336,0.020,0.0051,0.0377,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,0.00,1,0.079,1.58,0.311,-0.022,0.0003,0.0061,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,0.00,2,0.076,1.64,0.302,-0.023,0.0014,0.0042,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,0.05,,0.085,1.71,0.338,-0.036,-0.0024,-0.0066,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,0.10,,0.086,1.70,0.347,-0.074,-0.0014,-0.0174,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,0.20,,0.081,1.68,0.306,-0.140,-0.0151,-0.0665,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,50,0.30,,0.071,1.67,0.246,-0.237,-0.0226,-0.1281,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,-0.40,,0.052,1.87,0.133,0.181,0.0195,0.1548,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,-0.30,,0.057,1.73,0.133,0.161,0.0149,0.1232,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,-0.20,,0.052,1.65,0.149,0.152,0.0122,0.1051,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,-0.10,,0.048,1.66,0.178,0.115,0.0073,0.0780,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,-0.05,,0.050,1.65,0.169,0.079,0.0046,0.0539,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,0.00,1,0.067,1.54,0.180,0.025,0.0033,0.0392,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,0.00,2,0.059,1.56,0.171,0.027,0.0030,0.0380,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,0.05,,0.051,1.73,0.248,0.034,0.0007,0.0208,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,0.10,,0.050,1.81,0.260,-0.001,-0.0023,-0.0079,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,0.20,,0.048,1.77,0.236,-0.101,-0.0142,-0.0732,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,0.30,,0.051,1.81,0.167,-0.140,-0.0160,-0.1197,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,93,A30,55,0.40,,0.045,1.94,0.151,-0.145,-0.0205,-0.1467,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,-0.40,,0.049,1.90,0.131,0.169,0.0144,0.1541,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,-0.30,,0.059,1.76,0.136,0.121,0.0098,0.1137,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,-0.20,,0.059,1.68,0.128,0.098,0.0076,0.0858,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,-0.10,,0.058,1.66,0.138,0.066,0.0054,0.0624,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,-0.05,,0.058,1.65,0.145,0.058,0.0037,0.0531,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,0.00,1,0.066,1.63,0.160,0.047,0.0021,0.0467,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,0.00,2,0.063,1.61,0.167,0.044,0.0033,0.0496,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,0.05,,0.075,1.73,0.193,0.048,0.0007,0.0322,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,0.10,,0.076,1.73,0.193,0.018,-0.0023,0.0059,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,0.20,,0.069,1.71,0.168,-0.101,-0.0093,-0.0801,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,0.30,,0.067,1.79,0.140,-0.106,-0.0095,-0.1066,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,60,0.40,,0.050,1.95,0.143,-0.151,-0.0156,-0.1481,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,-0.40,,0.048,2.05,0.143,0.160,0.0059,0.1442,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,-0.30,,0.055,1.87,0.122,0.118,0.0045,0.1073,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,-0.20,,0.054,1.75,0.107,0.098,0.0036,0.0819,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,-0.10,,0.055,1.70,0.108,0.067,0.0026,0.0605,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,-0.05,,0.057,1.68,0.116,0.044,0.0015,0.0469,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,0.00,1,0.068,1.63,0.123,0.018,0.0012,0.0300,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,0.00,2,0.070,1.62,0.123,0.011,0.0036,0.0317,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,0.05,,0.057,1.75,0.137,0.038,0.0019,0.0202,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,0.10,,0.058,1.75,0.150,0.012,0.0010,0.0037,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,0.20,,0.060,1.78,0.148,-0.041,-0.0028,-0.0461,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,0.30,,0.063,1.85,0.147,-0.080,-0.0041,-0.0898,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,65,0.40,,0.059,1.99,0.168,-0.124,-0.0062,-0.1349,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,-0.40,,0.061,2.09,0.058,0.093,0.0045,0.1159,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,-0.30,,0.059,1.97,0.071,0.085,-0.0008,0.0920,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,-0.20,,0.053,1.86,0.080,0.091,0.0006,0.0669,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,-0.10,,0.053,1.81,0.089,0.066,-0.0036,0.0398,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,-0.05,,0.053,1.79,0.095,0.038,-0.0026,0.0223,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,0.00,1,0.068,1.64,0.093,-0.025,0.0013,0.0067,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,0.00,2,0.065,1.65,0.091,-0.018,0.0032,0.0058,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,0.05,,0.064,1.76,0.104,-0.011,0.0037,-0.0051,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,0.10,,0.066,1.76,0.098,-0.023,0.0035,-0.0219,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,0.20,,0.065,1.83,0.087,-0.058,0.0033,-0.0535,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,0.30,,0.065,1.91,0.082,-0.051,0.0008,-0.0819,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,70,0.40,,0.054,2.06,0.099,-0.091,-0.0010,-0.1215,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,-0.40,,0.066,2.06,0.012,0.057,-0.0039,0.1156,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,-0.30,,0.073,1.97,0.007,0.055,-0.0070,0.0807,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,-0.20,,0.070,1.85,0.011,0.052,-0.0080,0.0524,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,-0.10,,0.063,1.79,0.038,0.046,-0.0050,0.0272,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,-0.05,,0.066,1.77,0.034,0.029,-0.0020,0.0135,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,0.00,1,0.079,1.67,0.021,-0.018,0.0010,0.0016,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,0.00,2,0.080,1.72,0.026,-0.013,0.0052,0.0017,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,0.05,,0.069,1.83,0.035,0.008,0.0038,-0.0073,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,0.10,,0.069,1.83,0.029,-0.004,0.0053,-0.0216,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,0.20,,0.074,1.92,0.009,-0.021,0.0087,-0.0420,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,0.30,,0.070,2.04,0.015,-0.023,0.0066,-0.0761,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,94,A31,75,0.40,,0.063,2.10,0.037,-0.055,0.0070,-0.1151,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,-0.40,,0.062,2.09,-0.038,0.041,-0.0127,0.1128,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,-0.30,,0.067,1.97,-0.033,0.049,-0.0115,0.0768,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,-0.20,,0.066,1.85,-0.034,0.052,-0.0130,0.0453,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,-0.10,,0.062,1.75,-0.025,0.034,-0.0035,0.0270,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,-0.05,,0.062,1.74,-0.022,0.023,-0.0020,0.0141,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,0.00,1,0.072,1.69,-0.029,-0.010,0.0020,0.0011,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,0.00,2,0.072,1.68,-0.033,-0.004,0.0029,0.0004,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,0.05,,0.055,1.82,-0.022,0.014,0.0028,-0.0085,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,0.10,,0.059,1.78,-0.025,-0.016,0.0057,-0.0213,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,0.20,,0.063,1.88,-0.031,-0.028,0.0119,-0.0422,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,0.30,,0.062,1.99,-0.018,-0.030,0.0123,-0.0737,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,80,0.40,,0.059,2.08,-0.016,-0.039,0.0132,-0.1117,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,-0.40,,0.030,2.18,-0.076,0.049,-0.0198,0.1130,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,-0.30,,0.027,2.07,-0.082,0.061,-0.0154,0.0775,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,-0.20,,0.033,1.99,-0.089,0.069,-0.0125,0.0472,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,-0.10,,0.036,1.91,-0.082,0.061,-0.0041,0.0285,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,-0.05,,0.039,1.88,-0.079,0.045,0.0000,0.0168,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,0.00,1,0.038,1.80,-0.101,0.011,0.0019,0.0022,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,0.00,2,0.036,1.74,-0.095,-0.007,0.0041,0.0023,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,0.05,,0.037,1.86,-0.081,0.016,0.0039,-0.0099,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,0.10,,0.037,1.85,-0.084,0.000,0.0058,-0.0239,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,0.20,,0.035,1.94,-0.085,-0.013,0.0144,-0.0429,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,0.30,,0.029,2.05,-0.078,-0.023,0.0190,-0.0723,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,85,0.40,,0.030,2.12,-0.066,0.005,0.0188,-0.1086,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,-0.40,,0.024,2.18,-0.128,0.031,-0.0241,0.1115,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,-0.30,,0.017,2.06,-0.137,0.042,-0.0190,0.0755,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,-0.20,,0.035,1.95,-0.148,0.057,-0.0123,0.0474,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,-0.10,,0.044,1.87,-0.135,0.052,-0.0035,0.0290,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,-0.05,,0.049,1.86,-0.139,0.044,0.0001,0.0166,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,0.00,1,0.040,1.79,-0.157,-0.004,0.0021,0.0022,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,0.00,2,0.037,1.78,-0.148,0.010,0.0019,-0.0019,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,0.05,,0.036,1.89,-0.137,0.038,0.0033,-0.0123,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,0.10,,0.035,1.88,-0.135,0.030,0.0057,-0.0261,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,0.20,,0.027,1.98,-0.137,0.017,0.0152,-0.0427,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,0.30,,0.010,2.08,-0.129,0.021,0.0214,-0.0709,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX, Vertical",0,0,95,A32,90,0.40,,0.018,2.15,-0.122,0.064,0.0245,-0.1084,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
