source_id,configuration,beta_deg,delta_H_deg,delta_a_deg,delta_r_deg,delta_d_deg,delta_f_deg,source_pdf_page,appendix_page,alpha_deg,omega_b_over_2V,zero_replicate,CA,CN,Cm,CY,Cl,Cn,qa_status
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,-0.20,,0.054,0.47,-0.012,-0.037,0.0658,0.0094,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,-0.10,,0.050,0.47,-0.003,-0.019,0.0325,0.0050,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,-0.05,,0.047,0.47,0.000,-0.021,0.0151,0.0029,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,-0.03,,0.047,0.47,-0.001,-0.013,0.0063,0.0015,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.00,1,0.050,0.45,-0.009,0.006,-0.0011,-0.0012,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.00,2,0.051,0.44,-0.011,-0.003,-0.0023,-0.0009,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.03,,0.044,0.48,0.000,0.000,-0.0094,-0.0013,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.05,,0.045,0.47,-0.002,0.001,-0.0178,-0.0025,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.10,,0.047,0.47,-0.005,0.010,-0.0351,-0.0044,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.20,,0.053,0.45,-0.013,0.015,-0.0675,-0.0072,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.30,,0.059,0.41,-0.016,0.022,-0.0979,-0.0095,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,5,0.40,,0.065,0.40,-0.016,0.038,-0.1327,-0.0123,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,-0.40,,0.061,0.90,-0.006,-0.084,0.1136,0.0297,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,-0.30,,0.061,0.84,0.001,-0.062,0.0780,0.0196,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,-0.20,,0.055,0.84,0.012,-0.040,0.0497,0.0118,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,-0.10,,0.050,0.85,0.014,-0.023,0.0250,0.0052,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,-0.05,,0.048,0.86,0.013,-0.012,0.0122,0.0023,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,-0.03,,0.048,0.86,0.012,-0.007,0.0055,0.0007,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.00,1,0.055,0.82,0.004,-0.007,0.0008,-0.0009,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.00,2,0.053,0.84,-0.001,0.008,-0.0019,-0.0012,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.03,,0.050,0.85,0.009,0.001,-0.0064,-0.0023,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.05,,0.051,0.85,0.008,0.007,-0.0130,-0.0037,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.10,,0.053,0.83,0.009,0.017,-0.0257,-0.0064,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.20,,0.059,0.80,0.003,0.031,-0.0504,-0.0119,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.30,,0.064,0.80,-0.008,0.049,-0.0792,-0.0173,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,96,A33,10,0.40,,0.065,0.83,-0.015,0.074,-0.1143,-0.0235,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,-0.40,,0.047,1.29,-0.007,-0.115,0.1091,0.0395,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,-0.30,,0.053,1.21,0.007,-0.087,0.0790,0.0248,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,-0.20,,0.051,1.19,0.016,-0.050,0.0502,0.0138,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,-0.10,,0.049,1.17,0.024,-0.024,0.0232,0.0059,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,-0.05,,0.048,1.16,0.026,-0.013,0.0107,0.0028,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,-0.03,,0.049,1.16,0.027,-0.008,0.0050,0.0013,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.00,1,0.060,1.12,0.021,-0.004,-0.0002,-0.0014,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.00,2,0.057,1.12,0.018,-0.008,-0.0002,-0.0004,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.03,,0.052,1.15,0.023,-0.002,-0.0048,-0.0017,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.05,,0.052,1.15,0.023,0.007,-0.0109,-0.0032,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.10,,0.054,1.15,0.018,0.018,-0.0235,-0.0064,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.20,,0.057,1.13,0.006,0.040,-0.0497,-0.0137,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.30,,0.060,1.16,-0.007,0.075,-0.0781,-0.0230,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,15,0.40,,0.058,1.23,-0.022,0.115,-0.1091,-0.0340,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,-0.40,,0.053,1.49,-0.067,-0.147,0.0576,0.0630,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,-0.30,,0.056,1.45,-0.037,-0.111,0.0411,0.0425,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,-0.20,,0.053,1.49,-0.006,-0.075,0.0277,0.0266,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,-0.10,,0.048,1.53,0.023,-0.041,0.0175,0.0128,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,-0.05,,0.047,1.55,0.027,-0.015,0.0097,0.0055,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,-0.03,,0.047,1.55,0.027,-0.007,0.0053,0.0025,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.00,1,0.056,1.50,0.018,-0.002,0.0011,-0.0016,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.00,2,0.056,1.49,0.017,-0.001,0.0005,-0.0017,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.03,,0.048,1.53,0.023,0.014,-0.0022,-0.0044,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.05,,0.049,1.52,0.021,0.024,-0.0068,-0.0077,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.10,,0.050,1.51,0.017,0.042,-0.0160,-0.0138,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.20,,0.057,1.46,-0.006,0.075,-0.0301,-0.0257,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.30,,0.060,1.42,-0.038,0.108,-0.0437,-0.0397,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,20,0.40,,0.058,1.46,-0.068,0.155,-0.0613,-0.0569,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,-0.40,,0.054,1.71,-0.144,-0.108,0.0163,0.0845,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,-0.30,,0.059,1.66,-0.094,-0.082,0.0010,0.0604,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,-0.20,,0.059,1.69,-0.056,-0.056,-0.0075,0.0403,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,-0.10,,0.056,1.73,-0.033,-0.023,-0.0057,0.0214,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,-0.05,,0.054,1.73,-0.034,-0.016,-0.0047,0.0098,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,-0.03,,0.053,1.71,-0.034,-0.005,-0.0033,0.0043,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.00,1,0.061,1.67,-0.040,-0.004,-0.0023,-0.0006,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.00,2,0.062,1.67,-0.041,-0.005,-0.0025,-0.0013,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.03,,0.056,1.69,-0.036,0.007,-0.0009,-0.0065,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.05,,0.055,1.67,-0.037,0.018,0.0024,-0.0120,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.10,,0.058,1.67,-0.034,0.032,0.0046,-0.0220,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.20,,0.063,1.63,-0.046,0.066,0.0069,-0.0397,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.30,,0.066,1.61,-0.087,0.101,-0.0015,-0.0584,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,97,A34,25,0.40,,0.063,1.64,-0.137,0.133,-0.0163,-0.0782,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,-0.40,,0.031,2.00,-0.190,0.035,-0.0065,0.1001,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,-0.30,,0.037,1.92,-0.142,0.049,-0.0184,0.0741,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,-0.20,,0.036,1.88,-0.088,0.068,-0.0184,0.0440,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,-0.10,,0.034,1.88,-0.044,0.060,-0.0025,0.0194,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,-0.05,,0.035,1.89,-0.038,0.041,0.0016,0.0099,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,-0.03,,0.035,1.89,-0.035,0.039,0.0029,0.0056,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.00,1,0.046,1.83,-0.042,0.018,0.0023,0.0006,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.00,2,0.047,1.80,-0.041,0.019,0.0004,0.0003,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.03,,0.034,1.90,-0.037,0.034,0.0011,-0.0027,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.05,,0.034,1.91,-0.040,0.030,0.0036,-0.0073,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.10,,0.034,1.89,-0.048,0.010,0.0063,-0.0171,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.20,,0.038,1.88,-0.089,0.011,0.0206,-0.0446,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.30,,0.039,1.91,-0.138,0.028,0.0189,-0.0733,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,30,0.40,,0.035,1.97,-0.182,0.042,0.0051,-0.0943,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,-0.40,,0.033,2.15,-0.207,0.199,-0.0045,0.1098,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,-0.30,,0.039,2.06,-0.138,0.188,-0.0065,0.0793,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,-0.20,,0.044,1.99,-0.085,0.129,-0.0010,0.0516,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,-0.10,,0.043,1.99,-0.053,0.070,0.0092,0.0252,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,-0.05,,0.041,2.00,-0.049,0.042,0.0128,0.0120,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,-0.03,,0.042,1.99,-0.049,0.029,0.0110,0.0079,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.00,1,0.054,1.95,-0.055,0.009,0.0056,0.0011,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.00,2,0.053,1.96,-0.055,0.006,0.0056,0.0039,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.03,,0.042,1.98,-0.054,0.005,0.0030,-0.0023,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.05,,0.040,1.99,-0.052,0.000,0.0000,-0.0082,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.10,,0.041,2.00,-0.058,-0.019,-0.0032,-0.0191,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.20,,0.043,1.98,-0.086,-0.070,0.0043,-0.0480,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.30,,0.040,2.04,-0.136,-0.122,0.0096,-0.0774,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,35,0.40,,0.034,2.12,-0.200,-0.121,0.0063,-0.1113,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,-0.40,,0.041,2.21,-0.244,0.364,0.0076,0.1297,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,-0.30,,0.052,2.13,-0.187,0.297,0.0034,0.0935,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,-0.20,,0.057,2.06,-0.130,0.188,0.0033,0.0545,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,-0.10,,0.057,2.03,-0.086,0.112,0.0032,0.0170,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,-0.05,,0.057,2.03,-0.082,0.083,0.0026,0.0042,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,-0.03,,0.057,2.02,-0.082,0.066,0.0022,0.0015,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.00,1,0.067,1.99,-0.082,0.018,0.0022,-0.0008,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.00,2,0.077,1.97,-0.083,0.011,0.0041,0.0001,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.03,,0.054,2.02,-0.075,-0.001,0.0023,-0.0022,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.05,,0.054,2.02,-0.078,-0.042,0.0018,-0.0057,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.10,,0.057,2.02,-0.085,-0.081,-0.0018,-0.0124,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.20,,0.058,2.04,-0.122,-0.127,-0.0001,-0.0458,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.30,,0.055,2.10,-0.181,-0.232,0.0006,-0.0882,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,98,A35,40,0.40,,0.045,2.22,-0.245,-0.281,-0.0010,-0.1310,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,99,A36,45,-0.40,,0.038,2.31,-0.281,0.448,0.0141,0.1678,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,Basic F-18,0,0,0,0,0,0,99,A36,45,-0.30,,0.050,2.20,-0.197,0.331,0.0085,0.1218,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
