point,factor,mode,real_per_s,imag_rad_s,abs_difference_to_chosen
124,10,A-,-0.74121472524837562,-0.74353467680615992,6.470E-004
124,10,D,-1.1266794484850955,0,3.256E-005
124,3,E,-8.13990440981193E-06,0,1.355E-006
124,3,B+,-0.005517587326379211,0.11707055340896066,4.996E-007
124,3,B-,-0.005517587326379211,-0.11707055340896066,4.996E-007
124,3,C+,-0.42069014795313281,6.4640435496778679,1.327E-006
124,3,C-,-0.42069014795313281,-6.4640435496778679,1.327E-006
124,3,A+,-0.74121792933631658,0.742937755295257,5.004E-005
124,3,A-,-0.74121792933631658,-0.742937755295257,5.004E-005
124,3,D,-1.1267092709238229,0,2.739E-006
124,1,E,-6.7850521865934614E-06,0,0.000E+000
124,1,B+,-0.005517432760660029,0.11707007833976202,0.000E+000
124,1,B-,-0.005517432760660029,-0.11707007833976202,0.000E+000
124,1,C+,-0.42068960844008541,6.4640423372074594,0.000E+000
124,1,C-,-0.42068960844008541,-6.4640423372074594,0.000E+000
124,1,A+,-0.74121677824926113,0.74288772407543524,0.000E+000
124,1,A-,-0.74121677824926113,-0.74288772407543524,0.000E+000
124,1,D,-1.1267120094355612,0,0.000E+000
124,0.33333333333333331,E,-6.7124630283960665E-06,0,7.259E-008
124,0.33333333333333331,B+,-0.00551750147016904,0.11707012285795562,8.187E-008
124,0.33333333333333331,B-,-0.00551750147016904,-0.11707012285795562,8.187E-008
124,0.33333333333333331,C+,-0.420691974026168,6.4640442379090279,3.035E-006
124,0.33333333333333331,C-,-0.420691974026168,-6.4640442379090279,3.035E-006
124,0.33333333333333331,A+,-0.74120551897068743,0.74288130547524056,1.296E-005
124,0.33333333333333331,A-,-0.74120551897068743,-0.74288130547524056,1.296E-005
124,0.33333333333333331,D,-1.1267113357596334,0,6.737E-007
124,0.1,E,-7.0085141162941515E-06,0,2.235E-007
124,0.1,B+,-0.00551760401712262,0.11707033976313654,3.125E-007
124,0.1,B-,-0.00551760401712262,-0.11707033976313654,3.125E-007
124,0.1,C+,-0.42069018567608751,6.4640368226371248,5.545E-006
124,0.1,C-,-0.42069018567608751,-6.4640368226371248,5.545E-006
124,0.1,A+,-0.74120138738417252,0.74288020023886059,1.713E-005
124,0.1,A-,-0.74120138738417252,-0.74288020023886059,1.713E-005
124,0.1,D,-1.1267107173826312,0,1.292E-006
124,0.03,E,-5.4968880934417537E-06,0,1.288E-006
124,0.03,B+,-0.00551743696775655,0.11706986685604903,2.115E-007
124,0.03,B-,-0.00551743696775655,-0.11706986685604903,2.115E-007
124,0.03,C+,-0.42068045409716015,6.4640637750004561,2.331E-005
124,0.03,C-,-0.42068045409716015,-6.4640637750004561,2.331E-005
124,0.03,A+,-0.74118428477223031,0.742877392561357,3.410E-005
124,0.03,A-,-0.74118428477223031,-0.742877392561357,3.410E-005
124,0.03,D,-1.12671217554679,0,1.661E-007
124,0.01,E,1.7441456199378574E-05,0,2.423E-005
124,0.01,B+,-0.0055223724161696571,0.11706246837452534,9.073E-006
124,0.01,B-,-0.0055223724161696571,-0.11706246837452534,9.073E-006
124,0.01,C+,-0.42070143000098581,6.46411365407643,7.229E-005
124,0.01,C-,-0.42070143000098581,-6.46411365407643,7.229E-005
124,0.01,A+,-0.74135428443037432,0.74289869846396284,1.379E-004
124,0.01,A-,-0.74135428443037432,-0.74289869846396284,1.379E-004
124,0.01,D,-1.1267099051975433,0,2.104E-006
124,0.003,E,-5.8378576753555372E-05,0,5.159E-005
124,0.003,B+,-0.0055082980809399431,0.11708894190119512,2.096E-005
124,0.003,B-,-0.0055082980809399431,-0.11708894190119512,2.096E-005
124,0.003,C+,-0.42079514630250614,6.4644643232220513,4.350E-004
124,0.003,C-,-0.42079514630250614,-6.4644643232220513,4.350E-004
124,0.003,A+,-0.7407546766388895,0.74282850751707441,4.659E-004
124,0.003,A-,-0.7407546766388895,-0.74282850751707441,4.659E-004
124,0.003,D,-1.1267112685925189,0,7.408E-007
130,100,E,-0.0031610076012077615,0,1.481E-002
130,100,B+,-0.0089244286049449152,0.11407988736643658,3.045E-003
130,100,B-,-0.0089244286049449152,-0.11407988736643658,3.045E-003
130,100,C+,-0.371153473758329,5.7330732939519624,3.200E-005
130,100,C-,-0.371153473758329,-5.7330732939519624,3.200E-005
130,100,A+,-0.44670990454265552,1.1288316254077011,6.054E-001
130,100,A-,-0.44670990454265552,-1.1288316254077011,6.054E-001
130,100,D,-0.93591873303868656,0,6.271E-003
130,30,E,0.0092380851715222513,0,2.413E-003
130,30,B+,-0.008327206925995756,0.111520434090613,4.264E-004
130,30,B-,-0.008327206925995756,-0.111520434090613,4.264E-004
130,30,C+,-0.37115436588121331,5.7331026099704792,2.681E-006
130,30,C-,-0.37115436588121331,-5.7331026099704792,2.681E-006
130,30,A+,-0.45150142890740325,0.57483412775312548,5.135E-002
130,30,A-,-0.45150142890740325,-0.57483412775312548,5.135E-002
130,30,D,-0.94123210093601462,0,9.576E-004
130,10,E,0.011370790348020993,0,2.798E-004
130,10,B+,-0.008327554001520002,0.11114273626442778,4.874E-005
130,10,B-,-0.008327554001520002,-0.11114273626442778,4.874E-005
